Date,Open,High,Low,Close,Volume
2024-02-15,114.25,114.30999755859376,112.56999969482422,111.57495880126952,8455600
2024-02-16,113.0199966430664,113.11000061035156,111.25,110.12067413330078,8931100
2024-02-20,110.54000091552734,110.7699966430664,107.68000030517578,107.29122161865234,10975600
2024-02-21,106.76000213623048,108.37999725341795,106.51000213623048,107.00433349609376,7867600
2024-02-22,111.48999786376952,111.88999938964844,109.66000366210938,109.8238754272461,8957800
2024-02-23,112.0,113.37000274658205,111.70999908447266,110.75382995605467,7504500
2024-02-26,112.0,112.54000091552734,110.93000030517578,109.78430938720705,6342900
2024-02-27,110.62000274658205,111.51000213623048,109.79000091552734,110.18992614746094,6593100
2024-02-28,111.26000213623048,112.0199966430664,111.0999984741211,110.4867172241211,5278300
2024-02-29,111.68000030517578,112.44000244140624,110.63999938964844,110.4867172241211,12193900
2024-03-01,111.68000030517578,113.94000244140624,111.5199966430664,112.56427764892578,7603700
2024-03-04,113.58000183105467,114.5999984741211,113.38999938964844,112.84127807617188,6588100
2024-03-05,112.81999969482422,113.1999969482422,110.37000274658205,109.75463104248048,8242000
2024-03-06,111.5,113.0500030517578,110.66999816894533,111.0704116821289,6706400
2024-03-07,113.94000244140624,114.8000030517578,112.29000091552734,113.316162109375,7670100
2024-03-08,114.06999969482422,114.33000183105467,111.54000091552734,111.21880340576172,8304100
2024-03-11,111.61000061035156,114.75,111.18000030517578,112.9105453491211,20438300
2024-03-12,126.26000213623048,129.3699951171875,124.5999984741211,126.17725372314452,48536100
2024-03-13,128.0,128.8000030517578,124.83000183105467,124.17884063720705,15870300
2024-03-14,127.2300033569336,127.8000030517578,124.94000244140624,124.18872833251952,10965900
2024-03-15,124.04000091552734,126.01000213623048,123.55999755859376,124.19861602783205,17841600
2024-03-18,127.1999969482422,128.9499969482422,126.87999725341795,126.43447875976562,12231400
2024-03-19,127.75,129.2100067138672,126.48999786376952,127.80962371826172,10221000
2024-03-20,129.97999572753906,130.69000244140625,128.27000427246094,127.85909271240234,8373300
2024-03-21,130.52000427246094,132.77000427246094,128.9499969482422,127.63153076171876,17842400
2024-03-22,129.00999450683594,129.2100067138672,127.5500030517578,126.42459106445312,6655800
2024-03-25,126.30586422643728,126.30586422643728,124.7031785034516,124.73285675048828,7446100
2024-03-26,125.39570517635744,125.58367748503882,124.49542469570044,125.1186981201172,7063900
2024-03-27,125.96950535574511,126.45426768698516,123.1400632994956,123.93151092529295,8115900
2024-03-28,124.0502327483768,124.82189739935546,123.8622604444137,124.26788330078124,6587400
2024-04-01,124.19862346079566,124.9208192854844,123.22909130347148,124.13926696777344,4133600
2024-04-02,123.17963340636732,123.59514396451048,122.11117121582006,123.01144409179688,4862400
2024-04-03,122.93230400705309,125.05933311256693,122.73443644614734,124.89114379882812,7430000
2024-04-04,126.23661314525113,126.62244545455103,122.70475831928427,122.86305236816406,7588300
2024-04-05,123.0905932256895,124.6537130259174,122.81358618218094,123.56546783447266,4898100
2024-04-08,123.66439578415667,123.78311632134472,122.43764709138303,123.0213394165039,6119200
2024-04-09,123.41835139819194,123.81535605831672,120.331651334767,122.30674743652344,5564900
2024-04-10,120.4408249391675,122.15786683514285,120.41105091550772,120.83782958984375,4509900
2024-04-11,120.80805704505735,122.89232202132983,120.45075361229819,122.31666564941406,7315200
2024-04-12,120.82789098509765,120.92714024533915,119.51778106210374,120.2026138305664,6189600
2024-04-15,121.26460542029885,121.55243359598317,118.54513612112912,118.9818344116211,5101500
2024-04-16,119.19025784128236,120.5301494265281,118.85280882459445,119.71629333496094,7000000
2024-04-17,120.07358944171965,120.13313748286853,117.72134337730813,117.78089141845703,5366600
2024-04-18,117.87022099703107,117.87022099703107,114.8331421719019,115.13089752197266,6662400
2024-04-19,115.25000987789754,115.89513389803629,113.6024432749844,114.01929473876953,8250300
2024-04-22,115.16068252422266,115.46835752899797,113.48334186519067,113.67192077636719,7125500
2024-04-23,114.30711697676223,114.99194975472561,113.89026553462509,114.22771453857422,5494800
2024-04-24,114.51555418938659,114.86293799826055,113.0267923990149,114.4758529663086,5791800
2024-04-25,112.7786586323376,114.128469846647,111.93502851645262,114.02922058105469,6796600
2024-04-26,116.16311600330255,118.31685615243396,115.27978465048398,116.33184051513672,8355100
2024-04-29,116.11348718398412,116.43108938196961,114.42622692698004,115.61723327636719,4994100
2024-04-30,114.22772297611931,114.65450164761272,112.83821806635831,112.89776611328125,6234700
2024-05-01,113.05656470047911,115.88521035517957,112.79851055780524,113.77116394042969,5583600
2024-05-02,114.36667518957017,114.942323948927,113.40394142831175,114.09869384765625,5001000
2024-05-03,115.11106290839237,115.33933547172325,114.20787713701796,114.93241119384766,4485000
2024-05-06,115.45843391933295,117.47322353702903,115.30955623523697,117.453369140625,6052400
2024-05-07,117.11591536463531,118.23744640441133,116.41123576560084,117.04644012451172,6437700
2024-05-08,116.82810026182233,117.09608162669812,116.23259705532534,116.510498046875,4636000
2024-05-09,116.5104941575812,116.84795075907961,115.62716279011354,115.76611328125,3236200
2024-05-10,116.27229025437047,116.74868975779644,115.04158270291423,115.79588317871094,4122500
2024-05-13,116.25243892342147,116.31199454209533,115.32940634243116,115.49813842773438,4140000
2024-05-14,115.6271548368132,121.6318298550861,115.25992423707855,119.96441650390625,17811200
2024-05-15,119.26965902116223,121.17527215605983,118.77340512735138,120.71871948242188,6604600
2024-05-16,121.02640567457578,121.53257920943192,120.30187163610469,121.24475860595703,5159300
2024-05-17,122.25710485438225,122.65410946852523,121.1653478446639,122.57470703125,6179400
2024-05-20,122.87246740243229,123.74587153142592,122.31665789104225,123.58706665039062,5989000
2024-05-21,123.52751877897184,124.42077730546157,122.991563663078,123.69624328613281,5549500
2024-05-22,123.69624741184235,124.22228291937789,122.37621776047077,123.66647338867188,5705000
2024-05-23,125.60186951614534,125.75073963357033,122.2372685621312,123.16029357910156,6108600
2024-05-24,122.49530926157986,122.58463889997665,120.51029368746035,121.9891357421875,7166100
2024-05-28,122.31666197430133,123.88482615182367,122.08838941548461,123.55729675292969,6911400
2024-05-29,122.06853114375654,122.99156369264558,121.85017821809173,122.81291198730469,4735100
2024-05-30,119.26966396708609,120.53015315008687,116.15318999049742,116.21273803710938,10851600
2024-05-31,115.71647810647308,116.54026137886656,113.69176890459602,116.3119888305664,12755600
2024-06-03,116.64943347639867,118.43595043738007,116.46085458267477,118.38632202148438,7256300
2024-06-04,118.12827394686109,119.46816552242784,117.83052615291676,119.17041015625,7368000
2024-06-05,120.73858159282369,121.87003993722459,119.6071232484228,121.71123504638672,5973700
2024-06-06,121.9593495007167,123.33893466638288,121.33407234469888,122.57470703125,7347200
2024-06-07,123.2793903647635,125.27433312148833,122.34643062905702,124.97657775878906,11545000
2024-06-10,124.78801053576966,125.99886370574528,123.12059710870392,123.56722259521484,10190400
2024-06-11,123.12059823438429,123.89475312327254,121.37378234905071,122.95186614990234,18373900
2024-06-12,133.68087537625442,139.90390340032818,132.95634893695316,139.3282470703125,40871300
2024-06-13,139.3778720689356,141.33311377252758,137.73032052452967,138.80223083496094,13733200
2024-06-14,138.21661617068884,138.92130329779033,136.35071200209595,137.0950927734375,11330800
2024-06-17,137.7600775012011,140.38029733207154,137.21419521467263,140.2512664794922,11232800
2024-06-18,140.16196040463504,143.97318693071486,140.16196040463504,143.55633544921875,11629400
2024-06-20,144.23124188483158,144.23124188483158,140.8864802746327,141.83929443359375,8940000
2024-06-21,142.64321832072528,142.64321832072528,139.38779403744496,140.43984985351562,14930900
2024-06-24,138.9510801409843,140.4696157338249,138.0776685052976,138.84190368652344,7793300
2024-06-25,137.95857957414196,138.50446187473153,136.52936596694985,138.12730407714844,8469600
2024-06-26,138.44492073719132,139.6954751336262,137.04548108164232,137.19435119628906,8036300
2024-06-27,138.20672043672053,140.36046069010382,137.77001455226159,139.12974548339844,7518200
2024-06-28,138.39529674214438,141.74997811446647,138.22657222532794,140.14210510253906,25814800
2024-07-01,140.6284242970249,142.98066279782913,140.01307434360822,142.01792907714844,6552400
2024-07-02,141.56140364631483,143.13948753945658,141.48200119864833,142.20652770996094,5920500
2024-07-03,142.67300925017818,143.5662602937832,142.42488227756917,143.2982940673828,3560800
2024-07-05,143.86401492322997,144.6977179120814,142.9409898593877,143.7449188232422,5365500
2024-07-08,143.67540857429478,144.14188840282054,142.35537152170758,143.94338989257812,8622600
2024-07-09,144.04264796192032,144.60836947821238,136.96606318449253,139.6259765625,14334200
2024-07-10,140.06269022932892,141.31325969924785,138.69303981891915,141.00558471679688,6350300
2024-07-11,141.69233616533214,142.80707853655775,141.01551744906962,142.0904541015625,5245100
2024-07-12,142.04069775151362,144.44934614548063,140.5974860918864,144.09103393554688,7361800
2024-07-15,145.04653054682873,145.90249780447462,141.25440165457846,142.39901733398438,8687800
2024-07-16,142.39901139950175,142.82698741687565,141.3837909298994,141.941162109375,7181500
2024-07-17,139.8211674310932,141.12502131452942,138.02960610043627,138.6068878173828,9157000
2024-07-18,138.70640883907683,139.40312283494185,136.55653549135678,137.3826446533203,5998700
2024-07-19,137.7011496471474,139.78134397883778,137.43241168482527,137.91015625,6111900
2024-07-22,139.08462774079211,140.02020640285122,138.46752520072997,139.51260375976562,5387200
2024-07-23,140.6373186826247,142.5483122319816,140.54774441950488,142.43882751464844,6697400
2024-07-24,141.0354376954603,141.99094207087884,137.75091133819427,138.1191864013672,8018800
2024-07-25,139.49270418350557,140.40840283858074,137.0541974804367,137.17364501953125,7654600
2024-07-26,138.2187046829177,139.3036042024668,137.73101246801238,138.35804748535156,5139400
2024-07-29,138.6168355112409,139.1244381715195,137.17363896998802,137.6613311767578,4054600
2024-07-30,138.41778543829756,138.9154404974348,134.32706024470048,135.03372192382812,6505700
2024-07-31,139.0348698809178,140.8861472688406,138.00970169597835,138.79598999023438,7188000
2024-08-01,138.63673249063194,139.73157963875326,135.1332519910965,136.86508178710938,5906800
2024-08-02,132.1473350267501,133.6701583661495,131.18188295049978,132.65493774414062,8251600
2024-08-05,127.29020354594233,129.3604503026431,126.06597641898718,127.26034545898438,10355000
2024-08-06,129.92777811788645,130.42543318453372,127.47932369482926,127.60871887207031,8373900
2024-08-07,128.31537287624295,129.6889056378326,125.16024176514736,125.30953979492188,8617700
2024-08-08,127.39968973639425,129.21116136470232,127.05133272849395,128.35519409179688,6243200
2024-08-09,127.79781970361213,131.74920229195996,127.73810352339173,131.44065856933594,5597300
2024-08-12,131.6297520429548,132.08760134113575,130.59463628960887,131.9582061767578,5600800
2024-08-13,132.3463820019048,133.90901092364513,132.18712874483305,133.6303253173828,4324000
2024-08-14,133.41135384115444,135.33231015548031,133.38149575431436,134.96405029296875,4044600
2024-08-15,136.2877960205078,136.6063025220853,135.08347938107946,136.2877960205078,4698100
2024-08-16,136.14845288588137,137.17363619328017,135.75033494712082,136.8252716064453,4893800
2024-08-19,136.8849925225236,137.3030209288774,135.82001864645642,137.27316284179688,3641600
2024-08-20,137.17364395701244,139.1343908629693,137.17364395701244,138.51730346679688,3738300
2024-08-21,138.14905232888592,139.64201755898074,137.90022479053678,139.54248046875,3776800
2024-08-22,140.04012639483335,140.41834908832277,137.00442758788944,137.4324188232422,5162200
2024-08-23,138.07936685504507,139.1343931382288,136.61625978316516,138.53721618652344,4544600
2024-08-26,138.73627308620365,138.74622071971984,137.54190401350886,138.24856567382812,2729600
2024-08-27,137.20350086439083,138.84575642463025,137.09401614789311,137.83053588867188,3872200
2024-08-28,138.17889415814628,138.29832650258666,136.26790071097065,137.2333526611328,3022600
2024-08-29,138.48744293460763,140.49797353427147,138.19880969584878,138.76612854003906,4588400
2024-08-30,139.67186071327438,141.05534107106877,139.4429436548954,140.62734985351562,7980700
2024-09-03,139.7912903904905,141.53308293943238,138.17889300509654,138.8457489013672,6831200
2024-09-04,137.79072574100607,140.43825411872996,137.30301834914343,140.0898895263672,6243300
2024-09-05,140.7368303066165,142.6080179981923,139.6519460331925,141.941162109375,8733200
2024-09-06,143.11563779568348,143.26494342844353,138.74622690544186,141.14492797851562,11154800
2024-09-09,141.82172934734618,142.62792802864533,138.85569457113573,139.23391723632812,20233400
2024-09-10,153.50665627509898,159.76716464844097,152.40186157316953,155.15887451171875,37374200
2024-09-11,156.04470737494975,158.69223573508498,154.11380346097485,156.4428253173828,12630100
2024-09-12,158.29410140180963,161.57862755719887,157.15944856855435,160.62313842773438,16352000
2024-09-13,172.885362980441,173.12424287411957,160.2449276274019,161.2700958251953,25727800
2024-09-16,164.21622133702596,173.17401237179544,163.73846154703475,169.5311737060547,27384400
2024-09-17,169.4814045543693,169.8397168019627,165.98787153075384,166.68458557128906,12580100
2024-09-18,166.83386623545408,166.83386623545408,162.9621107365061,163.75836181640625,12274400
2024-09-19,166.46559909618145,167.37133484980032,163.73844420263057,166.8040008544922,10075900
2024-09-20,166.34616705920504,168.03819104107902,165.81865396816008,167.2120819091797,12187700
2024-09-23,166.44570285936766,166.54523994371348,163.48963066357257,165.1717071533203,7916100
2024-09-24,164.96269898597797,165.32101122413366,163.1512273410723,165.0224151611328,6155100
2024-09-25,166.90355878038582,167.95858509234284,164.8830804235865,165.5001678466797,7142400
2024-09-26,166.86372856397534,167.5704054019983,165.6992175947487,167.31163024902344,7096800
2024-09-27,167.30167821104192,168.31689880883476,165.729086363395,167.94863891601562,8974400
2024-09-30,168.70505708882712,169.72027761399744,165.66935833385426,169.600830078125,10210300
2024-10-01,169.42168403043826,169.71031727295855,165.19161616552398,166.37603759765625,7595100
2024-10-02,166.81397719664864,168.38655377444508,166.4855230444071,166.9234619140625,7073000
2024-10-03,166.10731170305058,167.07276377153244,165.4603661750784,166.07745361328125,4735700
2024-10-04,167.9187746499254,170.0984910245908,167.38129868788863,170.05868530273438,6386900
2024-10-07,169.62073805059683,171.521783903943,168.7548231611279,169.1728515625,6791000
2024-10-08,169.7999074707501,173.8209535529616,169.64065421137641,173.55221557617188,7845400
2024-10-09,173.74132457038172,177.77233341873082,172.99484201280694,177.45382690429688,8120900
2024-10-10,177.21441748136752,177.8628328923833,173.7529242862433,174.97991943359375,7115900
2024-10-11,175.06969278329697,176.56601494383798,173.97238377701646,175.3390350341797,5869400
2024-10-14,176.1171249967627,176.78548041578327,175.06969641836045,175.68817138671875,4688700
2024-10-15,176.50616517725874,177.7830255414948,173.32398426808209,173.66314697265625,5848600
2024-10-16,173.07460130663145,174.4811478291702,171.21916116791857,174.34149169921875,6383000
