Date,Adj Close,Volume
2024-02-15,61.51098251342773,7641700.0
2024-02-16,62.910736083984375,7647800.0
2024-02-17,63.099164962768555,7345475.0
2024-02-18,63.287593841552734,7043150.0
2024-02-19,63.47602272033691,6740825.0
2024-02-20,63.66445159912109,6438500.0
2024-02-21,63.7133903503418,5402600.0
2024-02-22,63.738243103027344,9723000.0
2024-02-23,65.42786407470703,7388200.0
2024-02-24,65.46099344889323,6458100.0
2024-02-25,65.49412282307942,5528000.0
2024-02-26,65.52725219726562,4597900.0
2024-02-27,65.9248046875,4433500.0
2024-02-28,64.95079040527344,6030600.0
2024-02-29,63.76806640625,6084500.0
2024-03-01,64.20537567138672,3966300.0
2024-03-02,64.26832071940105,4113100.0
2024-03-03,64.33126576741536,4259900.0
2024-03-04,64.39421081542969,4406700.0
2024-03-05,64.4140853881836,3728900.0
2024-03-06,64.87127685546875,4491500.0
2024-03-07,65.78565979003906,6130500.0
2024-03-08,66.09376525878906,4410500.0
2024-03-09,66.48138173421223,4249500.0
2024-03-10,66.86899820963542,4088500.0
2024-03-11,67.2566146850586,3927500.0
2024-03-12,66.98827362060547,6156500.0
2024-03-13,67.16717529296875,4688100.0
2024-03-14,66.6304702758789,4626100.0
2024-03-15,65.90492248535156,6027400.0
2024-03-16,65.75252787272136,5313766.666666667
2024-03-17,65.60013326009114,4600133.333333333
2024-03-18,65.44773864746094,3886500.0
2024-03-19,65.45767974853516,3402500.0
2024-03-20,65.32847595214844,3553300.0
2024-03-21,65.78565979003906,5351800.0
2024-03-22,65.85523223876953,4098600.0
2024-03-23,65.41544087727864,4207266.666666667
2024-03-24,64.97564951578777,4315933.333333333
2024-03-25,64.53585815429688,4424600.0
2024-03-26,64.99641418457031,3133200.0
2024-03-27,66.88761138916016,8444500.0
2024-03-28,66.38786315917969,3617000.0
2024-03-29,66.26537704467773,3491200.0
2024-03-30,66.14289093017578,3365400.0
2024-03-31,66.02040481567383,3239600.0
2024-04-01,65.89791870117188,3113800.0
2024-04-02,65.65293884277344,4396600.0
2024-04-03,65.46675872802734,3795700.0
2024-04-04,65.98609924316406,7453900.0
2024-04-05,66.09388732910156,4811000.0
2024-04-06,66.17554728190105,4482166.666666667
2024-04-07,66.25720723470052,4153333.3333333335
2024-04-08,66.3388671875,3824500.0
2024-04-09,67.03459167480469,4392700.0
2024-04-10,66.7406234741211,7715800.0
2024-04-11,68.05368041992188,5985900.0
2024-04-12,67.54414367675781,9121200.0
2024-04-13,67.47881825764973,9151966.666666666
2024-04-14,67.41349283854167,9182733.333333334
2024-04-15,67.3481674194336,9213500.0
2024-04-16,66.89740753173828,5361900.0
2024-04-17,67.15218353271484,3709900.0
2024-04-18,66.98560333251953,4005800.0
2024-04-19,67.17178344726562,4735700.0
2024-04-20,67.68786112467448,4885033.333333333
2024-04-21,68.20393880208333,5034366.666666667
2024-04-22,68.72001647949219,5183700.0
2024-04-23,69.425537109375,5806000.0
2024-04-24,69.76849365234375,6137700.0
2024-04-25,73.52149200439453,15606600.0
2024-04-26,73.65868377685547,6688000.0
2024-04-27,73.7599385579427,6971433.333333333
2024-04-28,73.86119333902995,7254866.666666667
2024-04-29,73.96244812011719,7538300.0
2024-04-30,74.35440063476562,8547400.0
2024-05-01,74.8737564086914,4911700.0
2024-05-02,74.2760238647461,10038700.0
2024-05-03,74.81494903564453,9026100.0
2024-05-04,74.62223815917969,8169833.333333333
2024-05-05,74.42952728271484,7313566.666666667
2024-05-06,74.23681640625,6457300.0
2024-05-07,74.78556060791016,6663100.0
2024-05-08,75.42249298095703,5059800.0
2024-05-09,76.04962921142578,2972300.0
2024-05-10,75.62826538085938,3606600.0
2024-05-11,75.70992533365886,3259600.0
2024-05-12,75.79158528645833,2912600.0
2024-05-13,75.87324523925781,2565600.0
2024-05-14,75.4910888671875,4115900.0
2024-05-15,75.42249298095703,3870900.0
2024-05-16,75.4910888671875,2941700.0
2024-05-17,75.35389709472656,2791600.0
