Date,Adj Close,Volume
2024-02-15,82.91716003417969,7993500.0
2024-02-16,83.72048950195312,9666700.0
2024-02-17,83.44222640991211,8906625.0
2024-02-18,83.1639633178711,8146550.0
2024-02-19,82.88570022583008,7386475.0
2024-02-20,82.60743713378906,6626400.0
2024-02-21,82.71390533447266,6444900.0
2024-02-22,83.09136199951172,6782100.0
2024-02-23,83.76889038085938,5810100.0
2024-02-24,83.48498026529948,5742766.666666667
2024-02-25,83.20107014973958,5675433.333333333
2024-02-26,82.91716003417969,5608100.0
2024-02-27,82.7429428100586,8066700.0
2024-02-28,83.28495788574219,5624100.0
2024-02-29,83.2752685546875,7657100.0
2024-03-01,83.70114135742188,5522300.0
2024-03-02,84.84967295328777,10306866.666666668
2024-03-03,85.99820454915364,15091433.333333334
2024-03-04,87.14673614501953,19876000.0
2024-03-05,86.26597595214844,13883600.0
2024-03-06,82.90748596191406,25614600.0
2024-03-07,83.3720474243164,9145700.0
2024-03-08,84.2431411743164,9686500.0
2024-03-09,84.21087900797527,8036733.333333333
2024-03-10,84.17861684163411,6386966.666666666
2024-03-11,84.14635467529297,4737200.0
2024-03-12,84.25281524658203,5110900.0
2024-03-13,86.47891235351562,10345800.0
2024-03-14,86.23694610595703,9235300.0
2024-03-15,85.54007720947266,20361800.0
2024-03-16,85.40457661946614,15561200.0
2024-03-17,85.26907602945964,10760600.0
2024-03-18,85.13357543945312,5960000.0
2024-03-19,85.57878875732422,8546400.0
2024-03-20,88.41464233398438,10811700.0
2024-03-21,90.39877319335938,13659900.0
2024-03-22,88.995361328125,5907200.0
2024-03-23,88.73403676350911,5161600.0
2024-03-24,88.47271219889323,4416000.0
2024-03-25,88.21138763427734,3670400.0
2024-03-26,88.34689331054688,4211900.0
2024-03-27,90.4955596923828,6394500.0
2024-03-28,91.13435363769533,6707700.0
2024-03-29,90.98191261291505,5884775.0
2024-03-30,90.82947158813477,5061850.0
2024-03-31,90.67703056335449,4238925.0
2024-04-01,90.52458953857422,3416000.0
2024-04-02,89.73094177246094,5245400.0
2024-04-03,90.01162719726562,4821100.0
2024-04-04,89.31475067138672,5466100.0
2024-04-05,89.49864959716797,4654800.0
2024-04-06,89.73739115397136,4637166.666666667
2024-04-07,89.97613271077473,4619533.333333333
2024-04-08,90.21487426757812,4601900.0
2024-04-09,91.05692291259766,4952400.0
2024-04-10,88.70500183105469,5994200.0
2024-04-11,84.049560546875,24631800.0
2024-04-12,83.42044830322266,12789000.0
2024-04-13,83.67854563395183,11710633.333333334
2024-04-14,83.93664296468098,10632266.666666666
2024-04-15,84.19474029541016,9553900.0
2024-04-16,86.2756576538086,18291600.0
2024-04-17,87.1854476928711,9544600.0
2024-04-18,87.35967254638672,6752000.0
2024-04-19,87.74681854248047,8134700.0
2024-04-20,88.20816548665364,7854600.0
2024-04-21,88.66951243082683,7574500.0
2024-04-22,89.130859375,7294400.0
2024-04-23,90.74720764160156,6393900.0
2024-04-24,90.83431243896484,5100900.0
2024-04-25,89.58575439453125,6770600.0
2024-04-26,89.84709167480469,4606100.0
2024-04-27,89.88941701253255,4542766.666666667
2024-04-28,89.93174235026042,4479433.333333333
2024-04-29,89.97406768798828,4416100.0
2024-04-30,88.7335205078125,5860000.0
2024-05-01,89.41728973388672,4713600.0
2024-05-02,90.50154876708984,4449200.0
2024-05-03,91.46858978271484,5043500.0
2024-05-04,91.84303283691406,5064033.333333333
2024-05-05,92.21747589111328,5084566.666666667
2024-05-06,92.5919189453125,5105100.0
2024-05-07,93.56873321533205,7418000.0
2024-05-08,93.42221069335938,4662600.0
